name,longitude,latitude,label
惠水县,106.656442,26.13278,1
荔波县,107.898882,25.423895,1
龙里县,106.979524,26.453154,1
罗甸县,106.751589,25.426173,1
平塘县,107.322323,25.822349,1
三都水族自治县,107.869749,25.983202,1
瓮安县,107.470942,27.078441,1
长顺县,106.441805,26.025626,1
黔东南苗族侗族自治州,107.982874,26.583457,1
岑巩县,108.81606,27.173887,1
从江县,108.905329,25.753009,1
丹寨县,107.788727,26.19832,1
黄平县,107.916411,26.905396,1
剑河县,108.441501,26.728274,1
锦屏县,109.200534,26.676233,1
凯里市,107.97754,26.582963,1
雷山县,108.07754,26.378442,1
黎平县,109.136932,26.230706,1
麻江县,107.589359,26.491105,1
三穗县,108.675267,26.952967,1
榕江县,108.52188,25.931893,1
施秉县,108.124379,27.03292,1
台江县,108.321245,26.667525,1
天柱县,109.207751,26.909639,1
镇远县,108.429534,27.049497,1
铜仁市,109.189598,27.731514,1
碧江区,109.263998,27.815927,1
德江县,108.119807,28.263963,1
江口县,108.839557,27.69965,1
石阡县,108.223612,27.513829,1
思南县,108.253882,27.93755,1
松桃苗族自治县,109.202886,28.154071,1
万山区,109.213644,27.517896,1
沿河土家族自治县,108.50387,28.563927,1
印江土家族苗族自治县,108.409751,27.994246,1
玉屏侗族自治县,108.906411,27.235813,1
